set nodes := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 ;
set pipes := 1 2 3 4 5 6 ;
param : arcs : L :=
1    2    28.9
2    3    1350
3    4    900
4    5    1150
5    6    1450
6    7    450
7    8    850
8    9    850
9    10    800
10    11    950
11    12    1200
12    13    3500
10    14    800
14    15    500
15    16    550
17    16    2730
18    17    1750
19    18    800
3    19    400
3    20    2200
20    21    1500
21    22    500
20    23    2650
23    24    1230
24    25    1300
26    25    850
27    26    300
16    27    750
23    28    1500
28    29    2000
29    30    1600
30    31    150
32    31    860
25    32    950
2    33    1350
33    34    900
34    35    1150
35    36    1450
36    37    450
37    38    850
38    39    850
39    40    800
40    41    950
41    42    1200
42    43    3500
40    44    800
44    45    500
45    46    550
47    46    2730
48    47    1750
49    48    800
33    49    400
33    50    2200
50    51    1500
51    52    500
50    53    2650
53    54    1230
54    55    1300
56    55    850
57    56    300
46    57    750
53    58    1500
58    59    2000
59    60    1600
60    61    150
62    61    860
55    62    950 ;
param d :=
1   0.3048
2   0.4064
3   0.508
4   0.6096
5   0.762
6   0.1016 ;

param E :=
1   100
2   0
3   0
4   0
5   0
6   0
7   0
8   0
9   0
10   0
11   0
12   0
13   0
14   0
15   0
16   0
17   0
18   0
19   0
20   0
21   0
22   0
23   0
24   0
25   0
26   0
27   0
28   0
29   0
30   0
31   0
32   0
33   0
34   0
35   0
36   0
37   0
38   0
39   0
40   0
41   0
42   0
43   0
44   0
45   0
46   0
47   0
48   0
49   0
50   0
51   0
52   0
53   0
54   0
55   0
56   0
57   0
58   0
59   0
60   0
61   0
62   0 ;

param P :=
1   0
2   30
3   30
4   30
5   30
6   30
7   30
8   30
9   30
10   30
11   30
12   30
13   30
14   30
15   30
16   30
17   30
18   30
19   30
20   30
21   30
22   30
23   30
24   30
25   30
26   30
27   30
28   30
29   30
30   30
31   30
32   30
33   30
34   30
35   30
36   30
37   30
38   30
39   30
40   30
41   30
42   30
43   30
44   30
45   30
46   30
47   30
48   30
49   30
50   30
51   30
52   30
53   30
54   30
55   30
56   30
57   30
58   30
59   30
60   30
61   30
62   30 ;

param D :=
1   -10.830509600000001
2   0.247222
3   0.236111
4   0.036111
5   0.201388
6   0.2791666
7   0.375
8   0.152778
9   0.145833
10   0.145833
11   0.13888
12   0.15555
13   0.26111
14   0.170833
15   0.077777
16   0.086111
17   0.240277
18   0.373611
19   0.016666
20   0.3541666
21   0.258333
22   0.1347222
23   0.2902777
24   0.227777
25   0.047222
26   0.250
27   0.102777
28   0.080555
29   0.100
30   0.100
31   0.0291666
32   0.2236111
33   0.236111
34   0.036111
35   0.201388
36   0.2791666
37   0.375
38   0.152778
39   0.145833
40   0.145833
41   0.13888
42   0.15555
43   0.26111
44   0.170833
45   0.077777
46   0.086111
47   0.240277
48   0.373611
49   0.016666
50   0.3541666
51   0.258333
52   0.1347222
53   0.2902777
54   0.227777
55   0.047222
56   0.250
57   0.102777
58   0.080555
59   0.100
60   0.100
61   0.0291666
62   0.2236111 ;

param C :=
1   45.72617132
2   70.4
3   98.387
4   129.33
5   180.748
6   278.28 ;

param R :=
1   130
2   130
3   130
4   130
5   130
6   130 ;

set Source:= 1 ;
