set nodes := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 ;
set pipes := 1 2 3 4 5 6 7 ;
param : arcs :       L        :=
 1      17        	132.76   
17       2         	374.68   
 2       3         	119.74   
 3       4         	312.72   
 4       5         	289.09   
 5       6         	336.33   
 6       7         	135.81   
 7      24        	201.26   
24       8         	132.53   
 8      28        	144.66   
28       9         	175.72   
 9      36        	112.17   
36       1         	210.74   
 1      31        	 75.41   
31      10        	181.42   
10      11        	146.96   
11      19        	162.69   
19      12        	 99.64   
12       4         	 52.98   
 2      18        	162.97   
18      10        	 83.96   
10      32        	 49.82   
32      27        	 78.5    
27      16        	 99.27   
16      25        	 82.29   
25       8         	147.49   
 3      11        	197.32   
11      26        	 83.3    
26      15        	113.8    
15      22        	 80.82   
22       7         	340.97   
 5      13        	 77.39   
13      14        	112.37   
14      20        	 37.34   
20      15        	108.85   
15      16        	182.82   
16      29        	136.02   
29      30        	 56.7    
30       9         	124.08   
17      18        	234.6    
12      13        	203.83   
19      20        	248.05   
14      21        	 65.19   
21       6         	210.09   
21      22        	147.57   
22      23        	103.8    
24      23        	210.95   
23      25        	 75.08   
26      27        	180.29   
28      29        	149.05   
29      33        	215.05   
32      33        	144.44   
33      34        	 34.74   
31      34        	 59.93   
34      35        	165.67   
30      35        	119.97   
35      36        	 83.17   
37       1         	  1.0    ;

param d :=
1   0.060
2   0.080
3   0.125
4   0.150
5   0.200
6   0.250
7   0.300;

   
param E :=
 1               	65.15   
 2               	64.4    
 3               	63.35   
 4               	62.5    
 5               	61.24   
 6               	65.4    
 7               	67.9    
 8               	66.5    
 9               	66      
 10              	64.17   
 11              	63.7    
 12              	62.64   
 13              	61.9    
 14              	62.6    
 15              	63.5    
 16              	64.3    
 17              	65.5    
 18              	64.1    
 19              	62.9    
 20              	62.83   
 21              	62.8    
 22              	63.9    
 23              	64.2    
 24              	67.5    
 25              	64.40   
 26              	63.4    
 27              	63.9    
 28              	65.65   
 29              	64.5    
 30              	64.1    
 31              	64.4    
 32              	64.2    
 33              	64.6    
 34              	64.7    
 35              	65.43   
 36              	65.9    
 37              	 121.0  ;       

param P :=
 1      40
 2      40
 3      40
 4      40
 5      40
 6      40
 7      40
 8      40
 9      40
 10     40
 11     40
 12     40
 13     40
 14     40
 15     40
 16     40
 17     40
 18     40
 19     40
 20     40
 21     40
 22     40
 23     40
 24     40
 25     40
 26     40
 27     40
 28     40
 29     40
 30     40
 31     40
 32     40
 33     40
 34     40
 35     40
 36     40
 37   	0.0  ;

param D :=
1    0.00049
2    0.00104
3    0.00102
4    0.00081
5    0.00063
6    0.00079
7    0.00026
8    0.00058
9    0.00054
10   0.00111
11   0.00175
12   0.00091
13   0.00116
14   0.00054
15   0.00110
16   0.00121
17   0.00127
18   0.00202
19   0.00188
20   0.00093
21   0.00096
22   0.00097
23   0.00086
24   0.00067
25   0.00077
26   0.00169
27   0.00142
28   0.00030
29   0.00062
30   0.00054
31   0.00090
32   0.00103
33   0.00077
34   0.00074
35   0.00116
36   0.00047
37   -0.03391;


param C :=
 1    6890
 2    9980
 3    19210
 4    30100
 5    60790
 6    69790
 7    110750 ;

param R :=
 1       	100
 2       	100
 3       	100
 4       	100
 5       	100
 6       	100
 7       	100;

set Source:= 37 ;
